order_id,order_date,customer_id,product_id,quantity,sales_amount
698,2025-11-03,10218,2122,2,18194
699,2025-01-10,10701,2164,4,33868
700,2024-03-29,10981,2161,3,3108
701,2025-10-15,10346,2192,4,37200
702,2024-07-21,10230,2154,2,15090
703,2024-11-29,10255,2048,2,3250
704,2024-08-09,10236,2168,5,17680
705,2024-02-10,10026,2017,3,12549
706,2025-12-08,10584,2168,2,7072
707,2024-03-08,10261,2135,4,35056
708,2025-05-28,10766,2057,5,6035
709,2025-09-28,10271,2008,4,25008
710,2025-09-13,10123,2128,3,27855
711,2025-08-20,10656,2117,5,10945
712,2025-09-23,10257,2056,5,14860
713,2024-05-06,10656,2126,5,23035
714,2024-09-11,10421,2159,1,7637
715,2025-11-25,10259,2059,5,36020
716,2024-01-16,10948,2058,4,9216
717,2025-04-21,10047,2140,4,13912
718,2024-03-02,10863,2176,3,20790
719,2025-03-07,10525,2159,2,15274
720,2025-10-31,10888,2108,2,12564
721,2024-09-24,10208,2191,1,7407
722,2024-02-04,10311,2074,5,16585
723,2025-07-29,10747,2167,1,6277
724,2025-05-08,10149,2148,3,19203
725,2025-07-15,10834,2101,3,22863
726,2025-04-13,10438,2048,2,3250
727,2025-10-22,10155,2071,3,27099
728,2024-11-20,10678,2116,5,40370
729,2024-10-30,10090,2182,4,4756
730,2024-10-02,10698,2122,3,27291
731,2025-11-14,10830,2078,1,1161
732,2024-07-19,10358,2199,5,18960
733,2025-03-20,10174,2029,3,10056
734,2024-11-19,10217,2093,3,21810
735,2024-02-04,10907,2073,5,28955
736,2025-04-26,10456,2100,3,21147
737,2025-12-28,10776,2176,4,27720
738,2025-04-24,10609,2074,2,6634
739,2024-03-05,10629,2184,5,45740
740,2024-01-08,10199,2095,1,9055
741,2024-10-27,10832,2017,3,12549
742,2024-12-08,10486,2137,2,14442
743,2025-03-06,10533,2097,1,785
744,2025-02-27,10200,2162,1,7840
745,2024-11-27,10371,2173,4,19396
746,2025-03-13,10959,2009,2,13590
747,2025-08-10,10853,2135,5,43820
748,2024-06-22,10448,2144,2,12312
749,2025-07-12,10248,2019,2,7546
750,2025-06-10,10788,2134,1,8193
751,2025-10-20,10264,2114,4,25848
752,2024-01-26,10058,2139,4,18900
753,2025-08-27,10302,2125,2,17870
754,2025-02-09,10031,2061,2,11102
755,2024-08-19,10498,2042,3,14574
756,2025-06-16,10249,2013,1,1816
757,2025-07-03,10605,2140,5,17390
758,2025-05-19,10777,2085,5,5660
759,2025-10-30,10271,2020,4,30000
760,2024-06-27,10606,2050,1,7264
761,2024-05-11,10666,2164,4,33868
762,2025-03-30,10394,2092,5,24715
763,2024-12-13,10797,2088,2,15246
764,2025-06-23,10502,2069,1,2928
765,2025-02-09,10592,2037,1,9132
766,2024-03-16,10804,2140,3,10434
767,2025-08-01,10084,2099,2,9074
768,2025-05-06,10365,2125,2,17870
769,2024-07-12,10886,2168,4,14144
770,2024-06-10,10549,2054,1,5972
771,2024-12-12,10342,2130,4,9304
772,2024-12-26,10839,2178,2,13976
773,2025-08-06,10407,2041,3,5529
774,2024-03-27,10425,2045,1,2849
775,2024-09-18,10744,2103,2,11560
776,2024-08-01,10093,2106,3,12675
777,2025-10-26,10848,2137,5,36105
778,2025-12-22,10614,2190,2,18182
779,2025-07-26,10412,2128,5,46425
780,2024-09-18,10432,2086,4,14332
781,2025-12-30,10678,2047,5,8705
782,2024-10-09,10159,2005,2,7194
783,2025-10-09,10014,2001,5,38925
784,2025-04-11,10373,2044,1,7102
785,2025-01-14,10225,2150,2,10834
786,2024-12-27,10505,2038,3,23763
787,2025-03-24,10073,2019,5,18865
788,2025-03-16,10249,2159,1,7637
789,2024-04-02,10511,2115,4,23196
790,2025-09-12,10603,2195,4,29712
791,2025-02-27,10216,2087,5,21095
792,2024-05-21,10973,2170,4,11976
793,2024-10-17,10602,2123,3,14811
794,2025-03-07,10541,2082,2,6330
795,2025-11-19,10947,2154,1,7545
796,2025-10-14,10817,2141,5,39365
797,2025-12-01,10939,2058,4,9216
798,2024-02-18,10988,2146,2,9518
799,2024-10-28,10220,2067,3,26274
800,2024-07-08,10840,2122,4,36388
801,2024-05-15,10727,2087,4,16876
802,2025-07-08,10221,2131,1,8129
803,2025-02-07,10389,2055,3,17067
804,2025-08-24,10554,2089,3,6537
805,2024-12-06,10647,2058,5,11520
806,2025-12-04,10042,2063,1,4110
807,2024-11-13,10676,2091,5,39730
808,2025-09-09,10873,2052,1,8343
809,2024-12-28,10283,2126,3,13821
810,2025-01-16,10058,2024,1,982
811,2024-08-20,10814,2072,1,5749
812,2024-12-09,10834,2009,1,6795
813,2025-07-02,10537,2110,2,5816
814,2025-07-06,10073,2165,2,18468
815,2025-06-12,10885,2094,3,19797
816,2025-07-24,10923,2117,1,2189
817,2024-07-01,10129,2083,3,8979
818,2024-02-10,10599,2181,2,8700
819,2025-07-04,10842,2080,1,9708
820,2025-01-31,10426,2152,5,15150
821,2025-12-04,10948,2149,2,19650
822,2025-05-08,10665,2100,2,14098
823,2025-10-20,10694,2040,2,2538
824,2024-11-28,10125,2103,1,5780
825,2024-05-06,10067,2062,4,11900
826,2025-07-11,10006,2198,5,47555
827,2025-07-10,10637,2069,5,14640
828,2024-01-01,10314,2142,3,19221
829,2024-06-16,10326,2109,1,6757
830,2025-09-11,10565,2170,2,5988
831,2024-01-19,10578,2178,4,27952
832,2024-11-27,10826,2189,1,6906
833,2025-08-06,10506,2004,1,9935
834,2025-03-31,10082,2072,4,22996
835,2024-04-18,10599,2017,2,8366
836,2024-09-24,10002,2114,1,6462
837,2025-03-20,10204,2085,5,5660
838,2024-08-27,10662,2057,5,6035
839,2024-10-27,10805,2107,4,20304
840,2025-08-24,10404,2048,2,3250
841,2024-04-12,10103,2172,4,9536
842,2024-09-06,10536,2173,1,4849
843,2025-03-28,10368,2117,5,10945
844,2025-06-03,10212,2161,3,3108
845,2024-06-01,10577,2031,4,32488
846,2024-06-22,10961,2112,3,9951
847,2024-12-08,10209,2047,3,5223
848,2025-10-31,10763,2134,5,40965
849,2025-03-06,10897,2108,4,25128
850,2025-12-27,10117,2072,3,17247
851,2025-11-19,10628,2071,1,9033
852,2025-11-17,10749,2162,2,15680
853,2025-10-19,10478,2108,2,12564
854,2024-11-19,10105,2053,5,2860
855,2025-11-03,10495,2142,4,25628
856,2025-09-30,10771,2016,4,28696
857,2025-02-23,10046,2171,2,6438
858,2025-08-16,10823,2116,1,8074
859,2025-04-29,10331,2073,2,11582
860,2025-10-20,10216,2074,2,6634
861,2025-02-15,10982,2081,4,2828
862,2024-03-24,10960,2012,3,11175
863,2024-04-22,10492,2128,1,9285
864,2024-11-27,10813,2070,4,31704
865,2025-01-12,10922,2147,2,17572
866,2025-10-16,10845,2041,3,5529
867,2024-02-10,10449,2181,1,4350
868,2024-04-14,10536,2157,5,15145
869,2024-07-20,10511,2198,1,9511
870,2025-03-25,10458,2059,1,7204
871,2024-09-22,10547,2089,2,4358
872,2024-07-28,10536,2192,2,18600
873,2025-07-16,10540,2024,5,4910
874,2024-04-27,10484,2144,5,30780
875,2025-12-13,10976,2180,5,35125
876,2025-01-11,11000,2080,4,38832
877,2025-07-04,10016,2134,4,32772
878,2025-06-23,10571,2165,2,18468
879,2024-03-24,10977,2132,2,17650
880,2025-03-29,10243,2092,5,24715
881,2025-10-28,10950,2166,4,5380
882,2025-09-20,10207,2169,3,19341
883,2025-05-28,10912,2092,4,19772
884,2025-08-27,10271,2081,2,1414
885,2025-11-08,10761,2142,4,25628
886,2025-01-21,10994,2071,2,18066
887,2024-12-15,10779,2179,5,26185
888,2024-10-22,10705,2065,5,39485
889,2024-09-14,10847,2052,5,41715
890,2024-03-21,10730,2030,3,4461
891,2024-09-24,10115,2185,3,16734
892,2025-02-22,10580,2099,2,9074
893,2024-08-22,10299,2158,1,3464
894,2024-11-06,10837,2098,3,1944
895,2024-12-22,10483,2042,2,9716
896,2024-07-31,10397,2139,4,18900
897,2025-07-27,10394,2027,5,5650
898,2024-02-18,10075,2152,5,15150
899,2024-05-06,10978,2167,5,31385
900,2024-08-10,10482,2072,2,11498
901,2024-10-05,10103,2018,5,38635
902,2025-02-11,10297,2077,3,14133
903,2025-05-19,10178,2045,4,11396
904,2024-10-20,10215,2115,5,28995
905,2024-10-03,10967,2087,2,8438
906,2025-03-13,10315,2140,4,13912
907,2024-04-16,10039,2177,5,38270
908,2025-10-19,10259,2159,1,7637
909,2025-02-23,10716,2092,5,24715
910,2025-09-02,10007,2022,3,16530
911,2025-03-04,10049,2172,4,9536
912,2025-01-09,10538,2092,3,14829
913,2024-03-13,10161,2192,1,9300
914,2025-09-25,10869,2077,1,4711
915,2024-01-30,10176,2025,3,11037
916,2024-07-06,10591,2108,4,25128
917,2024-12-29,10002,2179,1,5237
918,2025-03-26,10895,2135,1,8764
919,2024-07-13,10455,2109,5,33785
920,2024-06-04,10928,2134,2,16386
921,2024-06-20,10644,2024,1,982
922,2024-02-10,10276,2019,4,15092
923,2024-03-03,10498,2083,4,11972
924,2024-01-23,10629,2115,5,28995
925,2024-12-25,10676,2009,4,27180
926,2024-03-15,10800,2112,5,16585
927,2025-07-13,10028,2164,1,8467
928,2025-11-02,10333,2102,1,5395
929,2024-04-27,10001,2168,1,3536
930,2025-09-03,10188,2152,1,3030
931,2025-01-14,10056,2048,2,3250
932,2025-11-09,10547,2191,2,14814
933,2024-10-16,10112,2069,1,2928
934,2025-03-15,10798,2181,4,17400
935,2025-10-29,10310,2182,5,5945
936,2024-01-07,10036,2170,3,8982
937,2024-07-14,10439,2119,5,24530
938,2025-02-24,10729,2045,3,8547
939,2025-07-21,10592,2125,3,26805
940,2024-07-11,10826,2014,1,6199
941,2025-07-12,10595,2157,3,9087
942,2024-05-27,10577,2134,1,8193
943,2025-10-30,10325,2135,2,17528
944,2024-07-20,10640,2037,4,36528
945,2025-03-19,10307,2053,3,1716
946,2025-02-22,10534,2018,4,30908
947,2025-03-02,10728,2038,1,7921
948,2025-04-23,10619,2187,3,5037
949,2025-04-19,10109,2129,5,30240
950,2024-05-05,10372,2196,2,3764
951,2025-01-29,10357,2044,2,14204
952,2025-07-29,10181,2047,3,5223
953,2024-11-20,10356,2035,2,3200
954,2025-01-26,10676,2060,5,21065
955,2025-11-18,10068,2090,4,2944
956,2025-09-19,10292,2052,5,41715
957,2025-03-15,10692,2008,2,12504
958,2024-07-22,10181,2107,4,20304
959,2025-04-30,10466,2169,5,32235
960,2024-01-31,10434,2131,1,8129
961,2025-01-22,10464,2197,1,1903
962,2025-09-16,10681,2142,4,25628
963,2025-03-09,10914,2096,4,11472
964,2025-01-10,10534,2026,4,6996
965,2024-12-09,10066,2111,1,840
966,2025-03-18,10021,2198,5,47555
967,2025-08-01,10612,2123,4,19748
968,2024-03-15,10384,2186,1,5948
969,2025-07-10,10812,2168,4,14144
970,2025-10-27,10615,2051,4,22404
971,2024-06-03,10559,2123,4,19748
972,2025-03-05,10039,2005,1,3597
973,2024-12-28,10285,2077,5,23555
974,2025-03-23,10822,2160,1,1463
975,2024-08-21,10602,2001,1,7785
976,2025-07-16,10597,2182,4,4756
977,2024-09-18,10785,2011,3,4716
978,2024-05-04,10336,2181,3,13050
979,2024-09-01,10188,2008,3,18756
980,2025-06-25,10671,2153,1,2460
981,2025-04-29,10243,2168,4,14144
982,2024-05-01,10073,2032,3,23481
983,2024-05-04,10479,2028,2,18706
984,2025-07-02,10974,2131,2,16258
985,2024-06-18,10561,2128,2,18570
986,2024-05-03,10101,2062,5,14875
987,2024-02-04,10514,2027,4,4520
988,2024-03-27,10756,2045,1,2849
989,2025-10-07,10176,2105,1,3285
990,2025-12-08,10238,2092,4,19772
991,2024-07-19,10910,2025,5,18395
992,2025-01-03,10059,2189,4,27624
993,2024-03-17,10865,2044,5,35510
994,2024-02-28,10099,2174,3,17037
995,2025-03-06,10954,2142,3,19221
996,2025-09-29,10871,2136,5,41710
997,2025-05-14,10954,2176,4,27720
998,2024-04-18,10495,2142,3,19221
999,2024-10-04,10947,2193,4,8552
1000,2024-03-08,10980,2080,3,29124
1001,2024-03-09,10514,2082,4,12660
1002,2024-06-13,10755,2135,4,35056
1003,2025-05-03,10297,2088,2,15246
1004,2024-10-31,10211,2177,5,38270
1005,2025-11-04,10123,2127,1,1060
1006,2024-12-30,10229,2055,5,28445
1007,2025-01-13,10594,2141,4,31492
1008,2024-12-08,10656,2184,4,36592
1009,2025-07-07,10388,2056,5,14860
1010,2024-12-19,10140,2015,4,29228
1011,2025-02-19,10541,2185,3,16734
1012,2024-04-18,10391,2058,4,9216
1013,2025-07-16,10270,2163,5,38395
1014,2025-05-11,10759,2088,5,38115
1015,2024-12-06,10012,2097,5,3925
1016,2025-01-17,10867,2144,2,12312
1017,2025-06-16,10389,2008,2,12504
1018,2024-10-26,10337,2173,2,9698
1019,2024-05-18,10506,2040,2,2538
1020,2024-12-24,10106,2182,2,2378
1021,2025-05-13,10032,2014,2,12398
1022,2025-01-19,10074,2187,2,3358
1023,2025-08-26,10171,2053,5,2860
1024,2024-10-06,10849,2127,1,1060
1025,2025-09-28,10069,2155,2,3096
1026,2025-04-27,10813,2175,5,35550
1027,2024-04-20,10362,2080,1,9708
1028,2024-05-18,10649,2115,2,11598
1029,2025-03-10,10433,2134,1,8193
1030,2025-05-23,10929,2055,1,5689
1031,2024-09-29,10996,2044,3,21306
1032,2024-04-08,10100,2018,4,30908
1033,2024-04-13,10658,2016,3,21522
1034,2024-08-01,10009,2012,1,3725
1035,2025-10-25,10574,2148,5,32005
1036,2024-06-13,10697,2045,2,5698
1037,2025-06-03,10029,2192,4,37200
1038,2024-10-10,10893,2187,2,3358
1039,2025-05-31,10114,2093,5,36350
1040,2025-10-18,10462,2022,4,22040
1041,2025-09-04,10921,2097,3,2355
1042,2024-06-12,10143,2047,1,1741
1043,2025-10-20,10390,2029,5,16760
1044,2024-03-04,10632,2045,1,2849
1045,2024-03-31,10682,2077,1,4711
1046,2024-04-26,10157,2009,2,13590
1047,2024-09-23,10335,2024,5,4910
1048,2025-11-15,10861,2015,1,7307
1049,2025-07-12,10260,2164,3,25401
1050,2024-05-19,10082,2013,4,7264
1051,2024-09-02,10754,2091,5,39730
1052,2025-10-22,10441,2172,2,4768
1053,2025-01-29,10945,2101,5,38105
1054,2025-05-01,10172,2071,2,18066
1055,2025-04-20,10231,2200,4,38044
1056,2025-05-31,10720,2122,3,27291
1057,2024-07-02,10075,2076,1,4374
1058,2024-01-20,10270,2164,5,42335
1059,2025-07-11,10899,2116,2,16148
1060,2025-06-07,10626,2061,4,22204
1061,2025-08-04,10062,2168,1,3536
1062,2025-06-12,10874,2126,4,18428
1063,2024-05-26,10320,2155,3,4644
1064,2025-10-27,10102,2001,1,7785
1065,2024-10-30,10429,2162,1,7840
1066,2025-09-11,10874,2068,1,8479
1067,2025-08-04,10722,2088,2,15246
1068,2025-11-25,10954,2021,1,645
1069,2024-08-15,10255,2161,4,4144
1070,2024-04-11,10532,2135,2,17528
1071,2025-08-09,10570,2193,1,2138
1072,2025-02-20,10112,2003,4,29476
1073,2024-08-03,10985,2051,4,22404
1074,2025-02-10,10313,2079,5,19370
1075,2025-02-02,10998,2095,4,36220
1076,2025-12-15,10461,2182,3,3567
1077,2025-12-04,10708,2123,1,4937
1078,2025-05-13,10887,2187,1,1679
1079,2025-04-09,10462,2006,1,5116
1080,2025-11-21,10865,2157,4,12116
1081,2025-12-31,10092,2017,4,16732
1082,2024-03-22,10052,2117,1,2189
1083,2025-08-26,10805,2060,2,8426
1084,2025-11-17,10520,2150,2,10834
1085,2024-12-30,10812,2152,3,9090
1086,2024-06-11,10098,2125,5,44675
1087,2024-02-17,10236,2081,3,2121
1088,2025-05-25,10901,2085,1,1132
1089,2024-11-24,10374,2051,1,5601
1090,2024-04-25,10581,2178,1,6988
1091,2024-12-02,10927,2139,5,23625
1092,2024-05-26,10557,2184,4,36592
1093,2025-07-28,10649,2071,5,45165
1094,2024-11-18,10234,2170,3,8982
1095,2025-03-18,10032,2039,4,22064
1096,2024-01-13,10289,2069,4,11712
1097,2025-05-08,10638,2048,3,4875
1098,2025-12-01,10579,2125,4,35740
1099,2024-10-13,10542,2057,2,2414
1100,2025-12-20,10114,2021,3,1935
1101,2024-04-23,10204,2082,3,9495
1102,2025-04-24,10029,2099,2,9074
1103,2024-01-22,10643,2148,5,32005
1104,2024-12-14,10474,2015,5,36535
1105,2025-12-26,10697,2069,5,14640
1106,2025-11-13,10253,2179,4,20948
1107,2025-07-19,10798,2076,2,8748
1108,2024-11-15,10905,2062,3,8925
1109,2024-05-05,10922,2119,3,14718
1110,2024-10-03,10386,2037,3,27396
1111,2024-07-22,10062,2134,4,32772
1112,2024-07-12,10515,2199,4,15168
1113,2025-11-11,10430,2026,5,8745
1114,2025-10-25,10580,2008,4,25008
1115,2025-06-30,10537,2004,5,49675
1116,2025-11-26,10691,2021,5,3225
1117,2024-10-12,10141,2159,3,22911
1118,2024-02-26,10743,2149,4,39300
1119,2024-10-29,10300,2025,5,18395
1120,2024-06-11,10675,2143,2,13194
1121,2024-01-19,10311,2163,2,15358
1122,2025-01-04,10471,2177,4,30616
1123,2024-09-20,10393,2043,3,21840
1124,2024-04-22,10642,2169,3,19341
1125,2025-05-02,10445,2037,5,45660
1126,2024-11-22,10758,2185,4,22312
1127,2025-06-25,10809,2042,2,9716
1128,2025-10-08,10172,2175,5,35550
1129,2025-08-01,10576,2092,5,24715
1130,2024-03-05,10031,2061,1,5551
1131,2024-10-18,10047,2142,4,25628
1132,2024-01-25,10130,2068,5,42395
1133,2025-07-02,10352,2053,2,1144
1134,2024-01-01,10978,2084,1,7313
1135,2025-07-02,10845,2034,2,19320
1136,2024-05-20,10622,2076,3,13122
1137,2025-10-09,10581,2097,1,785
1138,2024-07-06,10058,2152,1,3030
1139,2024-05-07,10106,2148,5,32005
1140,2024-07-19,10812,2197,3,5709
1141,2024-05-06,10330,2030,5,7435
1142,2024-09-13,10768,2088,4,30492
1143,2025-11-06,10824,2007,2,1018
1144,2025-06-30,10683,2036,2,14304
1145,2024-07-12,10383,2038,5,39605
1146,2025-12-03,10985,2052,2,16686
1147,2024-04-13,10162,2143,2,13194
1148,2025-06-18,10997,2174,4,22716
1149,2024-09-21,10286,2151,3,26787
1150,2025-01-18,10071,2140,1,3478
1151,2024-09-16,10767,2172,5,11920
1152,2025-02-17,10454,2143,5,32985
1153,2024-12-23,10886,2093,4,29080
1154,2024-03-15,10567,2107,4,20304
1155,2024-12-20,10835,2126,1,4607
1156,2025-08-06,10397,2049,3,29646
1157,2024-07-06,10515,2021,5,3225
1158,2025-11-15,10026,2015,4,29228
1159,2024-10-16,10313,2014,5,30995
1160,2024-02-14,10126,2042,2,9716
1161,2025-07-26,10408,2015,5,36535
1162,2024-03-23,10565,2063,3,12330
1163,2024-05-02,10198,2196,3,5646
1164,2024-12-23,10811,2027,5,5650
1165,2025-06-11,10188,2093,2,14540
1166,2024-03-06,10698,2105,3,9855
1167,2025-10-18,10817,2053,4,2288
1168,2025-01-09,10810,2052,5,41715
1169,2024-06-10,10716,2063,2,8220
1170,2025-01-14,10484,2181,4,17400
1171,2025-10-17,10450,2057,5,6035
1172,2024-12-23,10523,2120,2,17906
1173,2024-07-06,10871,2052,4,33372
1174,2024-11-17,10354,2107,3,15228
1175,2025-03-25,10986,2043,5,36400
1176,2025-04-18,10658,2135,5,43820
1177,2024-01-13,10597,2117,3,6567
1178,2024-07-02,10100,2170,1,2994
1179,2024-04-20,10616,2004,4,39740
1180,2025-05-22,10948,2197,3,5709
1181,2024-10-16,10558,2133,5,18190
1182,2024-10-21,10556,2080,4,38832
1183,2025-03-26,10278,2041,4,7372
1184,2024-08-02,10693,2132,1,8825
1185,2025-09-23,10699,2002,5,9000
1186,2025-07-20,10990,2195,2,14856
1187,2024-01-27,10626,2149,1,9825
1188,2025-09-21,10491,2198,1,9511
1189,2024-08-18,10255,2043,2,14560
1190,2025-07-18,10381,2082,2,6330
1191,2024-11-16,10892,2108,1,6282
1192,2024-08-20,10542,2197,4,7612
1193,2025-10-31,10264,2137,3,21663
1194,2025-03-12,10610,2156,3,18816
1195,2025-06-16,10825,2026,1,1749
1196,2025-02-06,10879,2082,4,12660
1197,2024-02-22,10329,2083,2,5986
1198,2024-11-08,10115,2131,1,8129
1199,2024-10-07,10276,2073,5,28955
1200,2025-12-26,10488,2100,4,28196
1201,2024-01-31,10281,2049,5,49410
1202,2024-12-02,10275,2145,5,47420
1203,2024-07-01,10773,2063,1,4110
1204,2024-01-23,10843,2055,4,22756
1205,2025-06-27,10719,2151,5,44645
1206,2025-03-21,10896,2034,4,38640
1207,2024-03-14,10328,2105,3,9855
1208,2024-01-10,10211,2105,5,16425
1209,2025-04-28,10727,2069,5,14640
1210,2025-03-31,10923,2015,4,29228
1211,2025-07-19,10552,2175,3,21330
1212,2025-07-17,10992,2003,5,36845
1213,2025-10-21,10026,2156,1,6272
1214,2024-06-08,10027,2003,4,29476
1215,2024-01-14,10702,2102,4,21580
1216,2024-06-26,10083,2004,5,49675
1217,2025-02-15,10896,2088,3,22869
1218,2024-02-22,10946,2159,5,38185
1219,2025-02-11,10682,2045,2,5698
1220,2024-01-22,10413,2187,5,8395
1221,2024-01-30,10167,2045,2,5698
1222,2025-12-03,10700,2075,1,9924
1223,2024-09-16,10169,2165,4,36936
1224,2024-07-23,10801,2193,4,8552
1225,2024-02-28,10979,2009,3,20385
1226,2025-04-15,10229,2145,5,47420
1227,2025-04-10,10979,2118,1,3767
1228,2024-01-12,10609,2065,2,15794
1229,2025-09-22,10367,2131,3,24387
1230,2024-10-16,10528,2026,1,1749
1231,2024-12-19,10791,2181,1,4350
1232,2025-09-30,10647,2159,2,15274
1233,2024-03-15,10538,2026,2,3498
1234,2025-12-16,10864,2023,4,14160
1235,2025-07-14,10524,2030,5,7435
1236,2025-08-13,10072,2010,3,15945
1237,2025-03-16,10645,2072,5,28745
1238,2024-08-28,10106,2064,3,14265
1239,2024-06-02,10732,2150,1,5417
1240,2024-04-05,10885,2143,2,13194
1241,2025-12-26,10965,2123,2,9874
1242,2024-10-20,10689,2105,1,3285
1243,2024-07-27,10282,2184,1,9148
1244,2024-12-08,10133,2074,3,9951
1245,2024-03-28,10534,2148,1,6401
1246,2025-01-24,10975,2105,3,9855
1247,2024-11-20,10269,2047,5,8705
1248,2024-06-05,10412,2087,2,8438
1249,2025-10-29,10673,2053,2,1144
1250,2025-10-12,10619,2181,2,8700
1251,2025-09-24,10791,2129,5,30240
1252,2025-07-30,10865,2002,5,9000
1253,2025-09-10,10747,2058,4,9216
1254,2025-10-20,10018,2147,3,26358
1255,2024-05-16,10754,2190,3,27273
1256,2025-11-04,10117,2072,4,22996
1257,2025-03-03,10798,2140,2,6956
1258,2025-03-27,10794,2154,3,22635
1259,2025-09-03,10144,2027,3,3390
1260,2024-05-20,10717,2029,2,6704
1261,2024-03-23,10551,2015,1,7307
1262,2024-06-25,10929,2174,1,5679
1263,2024-07-16,10666,2129,4,24192
1264,2025-09-15,10688,2060,5,21065
1265,2025-07-21,10961,2107,3,15228
1266,2025-11-21,10753,2185,3,16734
1267,2025-02-24,10422,2003,4,29476
1268,2025-02-04,10898,2115,4,23196
1269,2025-11-28,10369,2146,3,14277
1270,2025-04-15,10646,2052,2,16686
1271,2024-08-05,10558,2060,2,8426
1272,2025-12-29,10050,2034,5,48300
1273,2025-09-23,10678,2096,3,8604
1274,2024-06-23,10106,2089,3,6537
1275,2024-01-23,10216,2060,3,12639
1276,2025-12-25,10658,2154,3,22635
1277,2024-08-22,10923,2200,4,38044
1278,2024-01-13,10425,2019,1,3773
1279,2024-04-10,10072,2111,3,2520
1280,2025-06-19,10988,2022,1,5510
1281,2025-06-06,10842,2161,2,2072
1282,2025-03-27,10785,2166,5,6725
1283,2025-03-06,10759,2128,2,18570
1284,2025-08-28,10446,2035,3,4800
1285,2025-12-13,10925,2107,2,10152
1286,2025-06-16,10186,2128,4,37140
1287,2025-12-23,10070,2195,1,7428
1288,2025-10-13,10974,2083,3,8979
1289,2024-10-19,10150,2138,4,30008
1290,2024-04-10,10246,2143,1,6597
1291,2025-05-16,10774,2139,4,18900
1292,2024-10-30,10538,2111,2,1680
1293,2025-06-23,10935,2090,3,2208
1294,2025-07-06,10652,2024,2,1964
1295,2024-12-20,10099,2077,5,23555
1296,2024-10-29,10910,2101,3,22863
1297,2025-05-10,10278,2132,2,17650
1298,2025-10-19,10563,2013,3,5448
1299,2024-08-14,10663,2185,1,5578
1300,2024-08-23,10944,2098,3,1944
1301,2025-03-30,10455,2120,3,26859
1302,2024-01-13,10104,2037,1,9132
1303,2024-07-28,10946,2048,2,3250
1304,2025-01-31,10601,2199,3,11376
1305,2024-04-09,10653,2001,4,31140
1306,2024-01-31,10725,2060,3,12639
1307,2025-06-11,10233,2140,2,6956
1308,2025-10-10,10394,2149,1,9825
1309,2024-11-24,10501,2139,2,9450
1310,2024-06-14,10695,2044,5,35510
1311,2025-04-03,10251,2115,3,17397
1312,2024-04-09,10521,2186,3,17844
1313,2025-09-12,10079,2108,1,6282
1314,2024-06-21,10052,2044,3,21306
1315,2024-06-10,10898,2078,4,4644
1316,2025-12-28,10921,2162,4,31360
1317,2024-09-19,10781,2025,2,7358
1318,2024-09-30,10226,2132,1,8825
1319,2024-01-03,10051,2192,5,46500
1320,2024-01-28,10186,2116,2,16148
1321,2024-11-21,10034,2119,1,4906
1322,2024-05-28,10803,2144,1,6156
1323,2025-06-23,10742,2010,2,10630
1324,2025-05-02,10131,2109,2,13514
1325,2025-03-13,10632,2194,3,18513
1326,2024-03-05,10443,2035,5,8000
1327,2024-12-21,10838,2134,4,32772
1328,2025-06-16,10759,2019,3,11319
1329,2024-09-08,10432,2187,1,1679
1330,2024-08-22,10704,2181,5,21750
1331,2024-08-14,10497,2008,5,31260
1332,2025-06-08,10403,2010,2,10630
1333,2024-11-08,10323,2195,5,37140
1334,2024-02-18,10210,2166,5,6725
1335,2024-04-27,10615,2029,1,3352
1336,2024-02-23,10329,2015,3,21921
1337,2025-10-11,10372,2087,5,21095
1338,2025-07-18,10460,2023,2,7080
1339,2024-02-13,10133,2046,3,18597
1340,2024-02-22,10835,2028,2,18706
1341,2025-08-08,10651,2026,5,8745
1342,2025-07-11,10121,2010,3,15945
1343,2025-06-08,10606,2175,5,35550
1344,2025-11-07,10452,2004,1,9935
1345,2024-04-11,10965,2055,3,17067
1346,2025-02-01,10129,2066,2,4470
1347,2024-05-17,10091,2067,1,8758
1348,2025-11-05,10604,2135,4,35056
1349,2025-01-21,10575,2055,2,11378
1350,2024-04-20,10029,2031,5,40610
1351,2025-09-05,10722,2074,2,6634
1352,2024-01-17,10524,2019,4,15092
1353,2024-06-30,10333,2156,2,12544
1354,2025-06-19,10297,2081,1,707
1355,2025-06-24,10130,2156,2,12544
1356,2024-06-19,10293,2147,3,26358
1357,2025-02-12,10173,2087,4,16876
1358,2025-01-12,10720,2020,2,15000
1359,2024-07-06,10944,2013,4,7264
1360,2024-08-17,10024,2077,1,4711
1361,2024-04-28,10099,2043,3,21840
1362,2024-06-04,10406,2139,5,23625
1363,2025-11-17,10356,2176,2,13860
1364,2025-04-09,10139,2143,1,6597
1365,2024-04-13,10503,2145,4,37936
1366,2025-08-26,10826,2182,4,4756
1367,2025-11-28,10174,2050,1,7264
1368,2025-05-16,10029,2028,2,18706
1369,2025-11-23,10931,2004,5,49675
1370,2025-11-12,10496,2022,2,11020
1371,2025-11-29,10655,2119,3,14718
1372,2024-06-23,10828,2101,2,15242
1373,2025-11-04,10351,2039,3,16548
1374,2025-02-24,10554,2034,4,38640
1375,2024-05-13,10299,2097,3,2355
1376,2025-01-25,10720,2044,5,35510
1377,2025-05-15,10842,2170,1,2994
